difficulty	preference	context	aspect	direct	opinion	argument	reason	method	factoid	super	comp	question	item_list	aspect_list	predicate_list	context_list	non-serious	navigational	spelling	rude	not question	dataset	capri_tag	pos	tokens
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Is 800 mg of ibuprofen more effective than 4 x 200mg of ibuprofen? If so, why?	800 mg of ibuprofen; 4 x 200mg of ibuprofen	effective	more		0.0	0.0	0.0	0.0	0.0	q	['0', 'CI', 'CI', 'CI', 'CI', 'CP', 'CA', '0', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', '0', '0', '0', '0', '0', '0']	['VBZ', 'CD', 'CD', 'IN', 'NN', 'RBR', 'JJ', 'IN', 'CD', 'SYM', 'CD', 'NNS', 'IN', 'NN', '.', 'IN', 'RB', ',', 'WRB', '.']	['Is', '800', 'mg', 'of', 'ibuprofen', 'more', 'effective', 'than', '4', 'x', '200', 'mg', 'of', 'ibuprofen', '?', 'If', 'so', ',', 'why', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Is French culture more intellectual than American culture?	french culture; american culture	intellectual	more		0.0	0.0	0.0	0.0	0.0	q	['0', 'CI', 'CI', 'CI', 'CP', 'CA', '0', 'CI', '0', '0']	['VBZ', 'JJ', 'NN', 'RBR', 'JJ', 'IN', 'JJ', 'NN', '.']	['Is', 'French', 'culture', 'more', 'intellectual', 'than', 'American', 'culture', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Is it more costly to transport oil from gwadar port to China than through malacca strait?	to transport oil from gwadar port to china; through malacca strait	costly	more		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CA', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', '0', '0', 'CI', 'CI', 'CI', '0']	['VBZ', 'PRP', 'RBR', 'JJ', 'TO', 'VB', 'NN', 'IN', 'NN', 'NN', 'IN', 'NNP', 'IN', 'IN', 'NN', 'NN', '.']	['Is', 'it', 'more', 'costly', 'to', 'transport', 'oil', 'from', 'gwadar', 'port', 'to', 'China', 'than', 'through', 'malacca', 'strait', '?']
											1	What is more important than happiness?	happiness	important	more							q	['0', '0', 'CP', 'CA', '0', 'CI', '0']	['WP', 'VBZ', 'RBR', 'JJ', 'IN', 'NN', '.']	['What', 'is', 'more', 'important', 'than', 'happiness', '?']
											1	What made Facebook wildly more successful than other social networking sites like Orkut and MySpace?	facebook; other social networking sites like orkut and myspace	successful	more							q	['0', '0', '0', '0', 'CP', 'CA', '0', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', '0', '0']	['WP', 'VBD', 'NNP', 'RB', 'RBR', 'JJ', 'IN', 'JJ', 'JJ', 'NN', 'NNS', 'IN', 'NNP', 'CC', 'NNP', '.']	['What', 'made', 'Facebook', 'wildly', 'more', 'successful', 'than', 'other', 'social', 'networking', 'sites', 'like', 'Orkut', 'and', 'MySpace', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Which connection uses more battery on smartphone? WiFi or 4G?	wifi; 4g	battery on smartphone	more		0.0	0.0	0.0	0.0	0.0	q	['0', '0', '0', 'CP', 'CA', 'CA', 'CA', '0', '0', '0', '0', '0', '0']	['WDT', 'NN', 'VBZ', 'JJR', 'NN', 'IN', 'NN', '.', 'NN', 'CC', 'CD', 'NN', '.']	['Which', 'connection', 'uses', 'more', 'battery', 'on', 'smartphone', '?', 'WiFi', 'or', '4', 'G', '?']
											1	Who is more likely to be the President of India in 2017?	be the president of india	likely	more	in 2017					0.0	q	['0', '0', 'CP', 'CA', '0', 'CI', 'CI', 'CI', 'CI', '0', 'CC', 'CC', '0']	['WP', 'VBZ', 'RBR', 'JJ', 'TO', 'VB', 'DT', 'NNP', 'IN', 'NNP', 'IN', 'CD', '.']	['Who', 'is', 'more', 'likely', 'to', 'be', 'the', 'President', 'of', 'India', 'in', '2017', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Who pay more income tax in India?	who	pay	more	in india; tax	0.0	0.0	0.0	0.0	0.0	q	['0', 'CA', 'CP', 'CC', 'CC', '0', '0', '0']	['WP', 'VBP', 'JJR', 'NN', 'NN', 'IN', 'NNP', '.']	['Who', 'pay', 'more', 'income', 'tax', 'in', 'India', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	WHO WAS MORE SUCCESSFUL, CIA OR KGB?	cia; kgb	successful	more		0.0	0.0	0.0	0.0	0.0	q	['0', '0', '0', '0', '0', '0', '0', '0', '0']	['WP', 'VBD', 'RBR', 'JJ', ',', 'NNP', 'CC', 'NNP', '.']	['WHO', 'WAS', 'MORE', 'SUCCESSFUL', ',', 'CIA', 'OR', 'KGB', '?']
											1	Why boy like aunties more than girls?	boy; girls	like aunties	more							q	['0', 'CI', 'CA', 'CA', 'CP', '0', 'CI', '0']	['WRB', 'NN', 'IN', 'NNS', 'RBR', 'IN', 'NNS', '.']	['Why', 'boy', 'like', 'aunties', 'more', 'than', 'girls', '?']
											1	Why is iOS more optimized than Android?	ios; android	optimized	more							q	['0', '0', '0', 'CP', 'CA', '0', '0', '0']	['WRB', 'VBZ', 'VB', 'RBR', 'VBN', 'IN', 'NNP', '.']	['Why', 'is', 'iOS', 'more', 'optimized', 'than', 'Android', '?']
											1	Why is Japan more technologically advanced than other rich Western countries?	japan; other rich western countries	technologically advanced	more							q	['0', '0', '0', 'CP', 'CA', 'CA', '0', 'CI', 'CI', 'CI', 'CI', '0']	['WRB', 'VBZ', 'NNP', 'RBR', 'RB', 'JJ', 'IN', 'JJ', 'JJ', 'JJ', 'NNS', '.']	['Why', 'is', 'Japan', 'more', 'technologically', 'advanced', 'than', 'other', 'rich', 'Western', 'countries', '?']
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Are vegetarian girls or guys more common?	vegetarian girls; guys	common	more		0.0	0.0	0.0	0.0	0.0	q	['0', 'CI', 'CI', '0', 'CI', 'CP', 'CA', '0']	['VBP', 'JJ', 'NNS', 'CC', 'NNS', 'RBR', 'JJ', '.']	['Are', 'vegetarian', 'girls', 'or', 'guys', 'more', 'common', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Who is more likely to cause the WW3, Trump or Clinton?	trump; clinton	likely	more	to cause the ww3	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CA', 'CC', 'CC', 'CC', '0', '0', '0', '0', '0', '0']	['WP', 'VBZ', 'RBR', 'JJ', 'TO', 'VB', 'DT', 'NNP', ',', 'NNP', 'CC', 'NNP', '.']	['Who', 'is', 'more', 'likely', 'to', 'cause', 'the', 'WW3', ',', 'Trump', 'or', 'Clinton', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Why is the PASCAL language more suited to a structured program?	the pascal language	suited	more	to a structured program	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CI', 'CI', 'CI', 'CP', 'CA', 'CC', 'CC', 'CC', 'CC', '0']	['WRB', 'VBZ', 'DT', 'NNP', 'NN', 'RBR', 'JJ', 'IN', 'DT', 'JJ', 'NN', '.']	['Why', 'is', 'the', 'PASCAL', 'language', 'more', 'suited', 'to', 'a', 'structured', 'program', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Why do some materials like rubber bounce more than other materials like wood or metal?	rubber bounce; materials like wood or metal		more		0.0	0.0	0.0	0.0	0.0	q	['0', '0', '0', '0', '0', 'CI', 'CI', 'CP', '0', '0', 'CI', 'CI', 'CI', 'CI', 'CI', '0']	['WRB', 'VBP', 'DT', 'NNS', 'IN', 'NN', 'VBP', 'JJR', 'IN', 'JJ', 'NNS', 'IN', 'NN', 'CC', 'NN', '.']	['Why', 'do', 'some', 'materials', 'like', 'rubber', 'bounce', 'more', 'than', 'other', 'materials', 'like', 'wood', 'or', 'metal', '?']
										1.0	1	Most nuclear power nations?	nuclear power nations		most						1.0	q	['0', 'CI', 'CI', 'CI', '0']	['JJS', 'JJ', 'NN', 'NNS', '.']	['Most', 'nuclear', 'power', 'nations', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are most dangerous places in the world?	places	dangerous	most	in the world	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CA', 'CI', 'CC', 'CC', 'CC', '0']	['WP', 'VBP', 'RBS', 'JJ', 'NNS', 'IN', 'DT', 'NN', '.']	['What', 'are', 'most', 'dangerous', 'places', 'in', 'the', 'world', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are most important things in life?	things in life	important	most		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CA', 'CI', 'CI', 'CI', '0']	['WP', 'VBP', 'RBS', 'JJ', 'NNS', 'IN', 'NN', '.']	['What', 'are', 'most', 'important', 'things', 'in', 'life', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are most over the top things you got in trouble for when you were in public school?	things you got in trouble for	over the top	most	when you were in public school	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CA', 'CA', 'CA', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', '0']	['WP', 'VBP', 'JJS', 'IN', 'DT', 'JJ', 'NNS', 'PRP', 'VBD', 'IN', 'NN', 'IN', 'WRB', 'PRP', 'VBD', 'IN', 'JJ', 'NN', '.']	['What', 'are', 'most', 'over', 'the', 'top', 'things', 'you', 'got', 'in', 'trouble', 'for', 'when', 'you', 'were', 'in', 'public', 'school', '?']
										1.0	1	What are most underrated Bollywood movies?	bollywood movies	underrated	most							q	['0', '0', 'CP', 'CA', 'CI', 'CI', '0']	['WP', 'VBP', 'RBS', 'JJ', 'JJ', 'NNS', '.']	['What', 'are', 'most', 'underrated', 'Bollywood', 'movies', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are some dumb things that most people do?	dumb things	people do	most		0.0	0.0	0.0	0.0	0.0	q	['0', '0', '0', 'CI', 'CI', '0', 'CP', 'CA', 'CA', '0']	['WP', 'VBP', 'DT', 'JJ', 'NNS', 'WDT', 'JJS', 'NNS', 'VBP', '.']	['What', 'are', 'some', 'dumb', 'things', 'that', 'most', 'people', 'do', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What is the thing that you regret most in your life?	the thing	regret	most	you; in your life	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CI', 'CI', '0', 'CC', 'CA', 'CP', 'CC', 'CC', 'CC', '0']	['WP', 'VBZ', 'DT', 'NN', 'WDT', 'PRP', 'VBP', 'RBS', 'IN', 'PRP$', 'NN', '.']	['What', 'is', 'the', 'thing', 'that', 'you', 'regret', 'most', 'in', 'your', 'life', '?']
											1	What is the thing you most regret doing?	the thing	regret doing	most	you					0.0	q	['0', '0', 'CI', 'CI', 'CC', 'CP', 'CA', 'CA', '0']	['WP', 'VBZ', 'DT', 'NN', 'PRP', 'RBS', 'VBP', 'VBG', '.']	['What', 'is', 'the', 'thing', 'you', 'most', 'regret', 'doing', '?']
											1	What is your most hidden and deepest secret that you want to share?	secret that you want to share	hidden and deepest	most	your					0.0	q	['0', '0', 'CC', 'CP', 'CA', 'CA', 'CA', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', '0']	['WP', 'VBZ', 'PRP$', 'RBS', 'JJ', 'CC', 'JJS', 'NN', 'WDT', 'PRP', 'VBP', 'TO', 'VB', '.']	['What', 'is', 'your', 'most', 'hidden', 'and', 'deepest', 'secret', 'that', 'you', 'want', 'to', 'share', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What most effective R.A. drug?	R.A. drug	effective	most		0.0	0.0	0.0	0.0	0.0	q	['0', 'CP', 'CA', 'CI', 'CI', '0']	['WP', 'RBS', 'JJ', 'NNP', 'NN', '.']	['What', 'most', 'effective', 'R.A.', 'drug', '?']
											1	What real life bands most sound like the fictional Dethklok?	real life bands	sound like the fictional dethklok	most						0.0	q	['0', 'CI', 'CI', 'CI', 'CP', 'CA', 'CA', 'CA', 'CA', '0', '0']	['WDT', 'JJ', 'NN', 'NNS', 'RBS', 'VBP', 'IN', 'DT', 'JJ', 'NNP', '.']	['What', 'real', 'life', 'bands', 'most', 'sound', 'like', 'the', 'fictional', 'Dethklok', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What two or three things are most important to you in your job?	things	important	most	in your job	0.0	0.0	0.0	0.0	0.0	q	['0', '0', '0', '0', 'CI', '0', 'CP', 'CA', '0', '0', 'CC', 'CC', 'CC', '0']	['WP', 'CD', 'CC', 'CD', 'NNS', 'VBP', 'RBS', 'JJ', 'IN', 'PRP', 'IN', 'PRP$', 'NN', '.']	['What', 'two', 'or', 'three', 'things', 'are', 'most', 'important', 'to', 'you', 'in', 'your', 'job', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What was your most embarrassing moment infront of your crush?	moment	embarrassing	most	your; infront of your crush	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CC', 'CP', 'CA', 'CI', 'CC', 'CC', 'CC', 'CC', '0']	['WP', 'VBD', 'PRP$', 'RBS', 'JJ', 'NN', 'RB', 'IN', 'PRP$', 'NN', '.']	['What', 'was', 'your', 'most', 'embarrassing', 'moment', 'infront', 'of', 'your', 'crush', '?']
											1	What was your most successful social media campaign?	social media campaign	successful	most	your					0.0	q	['0', '0', 'CC', 'CP', 'CA', 'CI', 'CI', 'CI', '0']	['WP', 'VBD', 'PRP$', 'RBS', 'JJ', 'JJ', 'NNS', 'NN', '.']	['What', 'was', 'your', 'most', 'successful', 'social', 'media', 'campaign', '?']
											1	What weapons would be most effective in a zombie apocalypse?	weapons	effective	most	a zombie apocalypse					0.0	q	['0', 'CI', '0', '0', 'CP', 'CA', '0', 'CC', 'CC', 'CC', '0']	['WDT', 'NNS', 'MD', 'VB', 'RBS', 'JJ', 'IN', 'DT', 'NN', 'NN', '.']	['What', 'weapons', 'would', 'be', 'most', 'effective', 'in', 'a', 'zombie', 'apocalypse', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	What's your, personally, most reliable source of information?	source; information	reliable	most		0.0	0.0	0.0	0.0	0.0	q	['0', '0', '0', '0', '0', '0', 'CP', 'CA', 'CI', '0', 'CI', '0']	['WP', 'VBZ', 'PRP$', ',', 'RB', ',', 'RBS', 'JJ', 'NN', 'IN', 'NN', '.']	"['What', ""'s"", 'your', ',', 'personally', ',', 'most', 'reliable', 'source', 'of', 'information', '?']"
										1.0	1	Where can I get most reliable moving services in Central Coast?	where	reliable moving services	most	in central coast						q	['0', '0', '0', '0', 'CP', 'CA', 'CA', 'CA', 'CC', 'CC', '0', '0']	['WRB', 'MD', 'PRP', 'VB', 'RBS', 'JJ', 'VBG', 'NNS', 'IN', 'NNP', 'NNP', '.']	['Where', 'can', 'I', 'get', 'most', 'reliable', 'moving', 'services', 'in', 'Central', 'Coast', '?']
											1	Which film did you most enjoy watching at the cinema in 2016?	film	enjoy watching	most	at the cinema in 2016					0.0	q	['0', 'CI', '0', '0', 'CP', 'CA', 'CA', 'CC', 'CC', 'CC', 'CC', 'CC', '0']	['WDT', 'NN', 'VBD', 'PRP', 'RBS', 'VB', 'VBG', 'IN', 'DT', 'NN', 'IN', 'CD', '.']	['Which', 'film', 'did', 'you', 'most', 'enjoy', 'watching', 'at', 'the', 'cinema', 'in', '2016', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Which laptop will be most suitable to buy in a budget around INR 40-50k?	laptop	suitable	most	to buy in a budget around inr 40-50k	0.0	0.0	0.0	0.0	0.0	q	['0', 'CI', '0', '0', 'CP', 'CA', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', '0']	['WDT', 'NN', 'MD', 'VB', 'RBS', 'JJ', 'TO', 'VB', 'IN', 'DT', 'NN', 'IN', 'NNP', 'CD', 'HYPH', 'NNS', '.']	['Which', 'laptop', 'will', 'be', 'most', 'suitable', 'to', 'buy', 'in', 'a', 'budget', 'around', 'INR', '40', '-', '50k', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Which two states in India has most beautiful women and why?	two states	beautiful women	most	in india	0.0	0.0	0.0	0.0	0.0	q	['0', 'CI', 'CI', 'CC', '0', '0', 'CP', 'CA', 'CA', '0', '0', '0']	['WDT', 'CD', 'NNS', 'IN', 'NNP', 'VBZ', 'RBS', 'JJ', 'NNS', 'CC', 'WRB', '.']	['Which', 'two', 'states', 'in', 'India', 'has', 'most', 'beautiful', 'women', 'and', 'why', '?']
											1	Which woman has world's most charming bellybutton?	woman	charming bellybutton	most	world's					0.0	q	['0', 'CI', '0', 'CC', 'CC', 'CP', 'CA', 'CA', '0']	['WDT', 'NN', 'VBZ', 'NN', 'POS', 'RBS', 'JJ', 'NN', '.']	"['Which', 'woman', 'has', 'world', ""'s"", 'most', 'charming', 'bellybutton', '?']"
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Who has most followers on Quora Right now?	who	followers	most	on quora right now	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CA', 'CC', 'CC', 'CC', 'CC', '0']	['WP', 'VBZ', 'JJS', 'NNS', 'IN', 'NNP', 'RB', 'RB', '.']	['Who', 'has', 'most', 'followers', 'on', 'Quora', 'Right', 'now', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Why are most Indian parents so conservative?	indian parents	conservative	most		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CI', 'CI', '0', 'CA', '0']	['WRB', 'VBP', 'JJS', 'JJ', 'NNS', 'RB', 'JJ', '.']	['Why', 'are', 'most', 'Indian', 'parents', 'so', 'conservative', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Which MBTI types are most likely to get which mental disorders?	mbti types	likely	most	to get which mental disorders	0.0	0.0	0.0	0.0	0.0	q	['0', 'CI', 'CI', '0', 'CP', 'CA', 'CC', 'CC', 'CC', 'CC', 'CC', '0']	['WDT', 'NNP', 'NNS', 'VBP', 'RBS', 'JJ', 'TO', 'VB', 'WDT', 'JJ', 'NNS', '.']	['Which', 'MBTI', 'types', 'are', 'most', 'likely', 'to', 'get', 'which', 'mental', 'disorders', '?']
										1.0	1	Which application is mostly used to download Youtube videos on an Android smartphone?	application	used	mostly	download youtube videos on an android smartphone						q	['0', 'CI', '0', 'CP', 'CA', '0', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', '0']	['WDT', 'NN', 'VBZ', 'RB', 'VBN', 'TO', 'VB', 'NNP', 'NNS', 'IN', 'DT', 'NNP', 'NN', '.']	['Which', 'application', 'is', 'mostly', 'used', 'to', 'download', 'Youtube', 'videos', 'on', 'an', 'Android', 'smartphone', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Why are some intelligent people not the fastest learners?	intelligent people	learners	not the fastest		0.0	0.0	0.0	0.0	0.0	q	['0', '0', '0', 'CI', 'CI', 'CP', 'CP', 'CP', 'CA', '0']	['WRB', 'VBP', 'DT', 'JJ', 'NNS', 'RB', 'DT', 'JJS', 'NNS', '.']	['Why', 'are', 'some', 'intelligent', 'people', 'not', 'the', 'fastest', 'learners', '?']
											1	Should india invest more on agriculture or defence?	agriculture; defence	india invest more on	or						0.0	q	['0', 'CA', 'CA', 'CA', 'CA', 'CI', '0', 'CI', '0']	['MD', 'NN', 'VB', 'JJR', 'IN', 'NN', 'CC', 'NN', '.']	['Should', 'india', 'invest', 'more', 'on', 'agriculture', 'or', 'defence', '?']
											1	When do we use who or whom?	who; whom		or							q	['0', '0', '0', '0', 'CI', 'CP', 'CI', '0']	['WRB', 'VBP', 'PRP', 'VB', 'WP', 'CC', 'WP', '.']	['When', 'do', 'we', 'use', 'who', 'or', 'whom', '?']
1.0											1	What penis size do women prefer?	penis size		prefer	do women						q	['0', 'CI', 'CI', 'CC', 'CC', 'CP', '0']	['WDT', 'NN', 'NN', 'VBP', 'NNS', 'VB', '.']	['What', 'penis', 'size', 'do', 'women', 'prefer', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Why do people prefer Quora over Yahoo! Answers?	quora; yahoo! answers		prefer		0.0	0.0	0.0	0.0	0.0	q	['0', '0', '0', 'CP', '0', '0', 'CI', 'CI', '0', '0']	['WRB', 'VBP', 'NNS', 'VB', 'NNP', 'IN', 'NNP', '.', 'NNS', '.']	['Why', 'do', 'people', 'prefer', 'Quora', 'over', 'Yahoo', '!', 'Answers', '?']
											1	Which bike is preferred in Bangalore: FZ V 2 or Pulsar 200NS?	fz v 2; pulsar 200ns		preferred	in bangalore						q	['0', '0', '0', 'CP', 'CC', '0', '0', 'CI', 'CI', 'CI', '0', 'CI', '0', '0']	['WDT', 'NN', 'VBZ', 'VBN', 'IN', 'NNP', ':', 'NNP', 'NN', 'CD', 'CC', 'NNP', 'NNS', '.']	['Which', 'bike', 'is', 'preferred', 'in', 'Bangalore', ':', 'FZ', 'V', '2', 'or', 'Pulsar', '200NS', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are some pros and cons of living near by sea or river?	living near by sea or river		pros and cons		0.0	0.0	0.0	0.0	0.0	q	['0', '0', '0', 'CP', 'CP', 'CP', '0', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', '0']	['WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'VBG', 'RB', 'IN', 'NN', 'CC', 'NN', '.']	['What', 'are', 'some', 'pros', 'and', 'cons', 'of', 'living', 'near', 'by', 'sea', 'or', 'river', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are the economic pros and cons of polygamy?	polygamy		pros and cons		0.0	0.0	0.0	0.0	0.0	q	['0', '0', '0', '0', 'CP', 'CP', 'CP', '0', 'CI', '0']	['WP', 'VBP', 'DT', 'JJ', 'NNS', 'CC', 'NNS', 'IN', 'NN', '.']	['What', 'are', 'the', 'economic', 'pros', 'and', 'cons', 'of', 'polygamy', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	If I want to become a UI/UX designer, what major(s) would you recommend for college and what colleges offer these majors?	major(s)	for college	recommend	if i want to become a ui/ux designer	0.0	0.0	0.0	0.0	0.0	q	['CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', '0', '0', 'CI', 'CI', '0', '0', 'CP', 'CA', 'CA', '0', '0', '0', '0', '0', '0', '0']	['IN', 'PRP', 'VBP', 'TO', 'VB', 'DT', 'NNP', 'SYM', 'NNP', 'NN', ',', 'WP', 'NN', '-RRB-', 'MD', 'PRP', 'VB', 'IN', 'NN', 'CC', 'WDT', 'NNS', 'VBP', 'DT', 'NNS', '.']	['If', 'I', 'want', 'to', 'become', 'a', 'UI', '/', 'UX', 'designer', ',', 'what', 'major(s', ')', 'would', 'you', 'recommend', 'for', 'college', 'and', 'what', 'colleges', 'offer', 'these', 'majors', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	In which way sole proprietorship is related to partnership?	sole proprietorship; partnership	which way	related to		0.0	0.0	0.0	0.0	0.0	q	['0', 'CA', 'CA', 'CI', 'CI', '0', 'CP', 'CP', 'CI', '0']	['IN', 'WDT', 'NN', 'JJ', 'NN', 'VBZ', 'VBN', 'IN', 'NN', '.']	['In', 'which', 'way', 'sole', 'proprietorship', 'is', 'related', 'to', 'partnership', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Richest man in India?	man	0	richest	in india	0.0	0.0	0.0	0.0	1.0	q	['0', 'CI', 'CC', '0', '0']	['JJS', 'NN', 'IN', 'NNP', '.']	['Richest', 'man', 'in', 'India', '?']
											1	Which is safer for tourists: India or China?	india; china	for tourists	safer							q	['0', '0', 'CP', 'CA', 'CA', '0', '0', '0', '0', '0']	['WDT', 'VBZ', 'JJR', 'IN', 'NNS', ':', 'NNP', 'CC', 'NNP', '.']	['Which', 'is', 'safer', 'for', 'tourists', ':', 'India', 'or', 'China', '?']
											1	Will Donald Trump make America safer than Hillary Clinton?	donald trump; hillary clinton		safer	make america						q	['0', 'CI', '0', 'CC', '0', 'CP', '0', 'CI', '0', '0']	['MD', 'NNP', 'NNP', 'VB', 'NNP', 'JJR', 'IN', 'NNP', 'NNP', '.']	['Will', 'Donald', 'Trump', 'make', 'America', 'safer', 'than', 'Hillary', 'Clinton', '?']
											1	Are Abraham and Brahma same?	abraham; brahma		same							q	['0', '0', '0', '0', 'CP', '0']	['VBP', 'NNP', 'CC', 'NNP', 'JJ', '.']	['Are', 'Abraham', 'and', 'Brahma', 'same', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Who is sexier, Tracer or Widowmaker?	tracer; widowmaker		sexier		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', '0', '0', '0', '0', '0']	['WP', 'VBZ', 'JJR', ',', 'NNP', 'CC', 'NNP', '.']	['Who', 'is', 'sexier', ',', 'Tracer', 'or', 'Widowmaker', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	My Ambrane P-1310 powerbank got damaged. Shall I give it to service centre or repair it anywhere else (its under warranty)? How is its service?	service centre; repair it anywhere else	0	shall i give it to		0.0	0.0	0.0	0.0	0.0	q	['0', '0', '0', '0', '0', '0', '0', 'CP', 'CP', 'CP', 'CP', 'CP', 'CI', 'CI', '0', 'CI', 'CI', 'CI', 'CI', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']	['PRP$', 'NNP', 'NN', 'NN', 'VBD', 'VBN', '.', 'MD', 'PRP', 'VB', 'PRP', 'TO', 'NN', 'NN', 'CC', 'VB', 'PRP', 'RB', 'RB', '-LRB-', 'PRP$', 'JJ', 'NN', '-RRB-', '.', 'WRB', 'VBZ', 'PRP$', 'NN', '.']	['My', 'Ambrane', 'P-1310', 'powerbank', 'got', 'damaged', '.', 'Shall', 'I', 'give', 'it', 'to', 'service', 'centre', 'or', 'repair', 'it', 'anywhere', 'else', '(', 'its', 'under', 'warranty', ')', '?', 'How', 'is', 'its', 'service', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What color shirts goes best with cream color pants?	color	0	shirts goes best	with cream color pants	0.0	0.0	0.0	0.0	0.0	q	['0', 'CI', 'CP', 'CP', 'CP', 'CC', 'CC', 'CC', 'CC', '0']	['WDT', 'NN', 'NNS', 'VBZ', 'RBS', 'IN', 'NN', 'NN', 'NNS', '.']	['What', 'color', 'shirts', 'goes', 'best', 'with', 'cream', 'color', 'pants', '?']
											1	What books should entrepreneurs read?	books	entrepreneurs read	should							q	['0', 'CI', 'CP', 'CA', 'CA', '0']	['WDT', 'NNS', 'MD', 'NNS', 'VB', '.']	['What', 'books', 'should', 'entrepreneurs', 'read', '?']
